plant,product,month,capacity,production,absdiff,reldiff
Bucarest,Enduro 350,Feb-07,221,194,27,12.162162162162161
Bucarest,Enduro 350,Mar-07,221,163,58,26.126126126126128
Bucarest,Enduro 450,Jan-07,223,0,223,99.55357142857143
Bucarest,Enduro 450,Feb-07,223,0,223,99.55357142857143
Bucarest,Enduro 450,Mar-07,223,0,223,99.55357142857143
Bucarest,Enduro 550,Jan-07,193,193,0,0
Bucarest,Enduro 550,Feb-07,193,193,0,0
Bucarest,Enduro 550,Mar-07,193,193,0,0
Bucarest,CRX500,Jan-07,126,0,126,99.21259842519684
Bucarest,CRX500,Feb-07,126,0,126,99.21259842519684
Bucarest,CRX500,Mar-07,126,0,126,99.21259842519684
Bucarest,CRS550,Jan-07,66,66,0,0
Bucarest,CRS550,Feb-07,66,66,0,0
Bucarest,CRS550,Mar-07,66,66,0,0
Bucarest,CRX600,Jan-07,241,206,35,14.462809917355372
Bucarest,CRX600,Feb-07,241,219,22,9.090909090909092
Bucarest,CRX600,Mar-07,241,239,2,0.8264462809917356
Bucarest,CRX650,Jan-07,218,0,218,99.54337899543378
Bucarest,CRX650,Feb-07,218,0,218,99.54337899543378
Bucarest,CRX650,Mar-07,218,4,214,97.71689497716895
Shanghai,200S,Jan-07,0,0,0,0
Shanghai,200S,Feb-07,0,0,0,0
Shanghai,200S,Mar-07,0,0,0,0
Shanghai,300S,Jan-07,0,0,0,0
Shanghai,300S,Feb-07,0,0,0,0
Shanghai,300S,Mar-07,0,0,0,0
Shanghai,600S,Jan-07,0,0,0,0
Shanghai,600S,Feb-07,0,0,0,0
Shanghai,600S,Mar-07,0,0,0,0
Shanghai,626S,Jan-07,0,0,0,0
Shanghai,626S,Feb-07,0,0,0,0
Shanghai,626S,Mar-07,0,0,0,0
Shanghai,676S,Jan-07,0,0,0,0
Shanghai,676S,Feb-07,0,0,0,0
Shanghai,676S,Mar-07,0,0,0,0
Shanghai,676RS,Jan-07,0,0,0,0
Shanghai,676RS,Feb-07,0,0,0,0
Shanghai,676RS,Mar-07,0,0,0,0
Shanghai,900S,Jan-07,0,0,0,0
Shanghai,900S,Feb-07,0,0,0,0
Shanghai,900S,Mar-07,0,0,0,0
Shanghai,929S,Jan-07,0,0,0,0
Shanghai,929S,Feb-07,0,0,0,0
Shanghai,929S,Mar-07,0,0,0,0
Shanghai,996S,Jan-07,0,0,0,0
Shanghai,996S,Feb-07,0,0,0,0
Shanghai,996S,Mar-07,0,0,0,0
Shanghai,996RS,Jan-07,0,0,0,0
Shanghai,996RS,Feb-07,0,0,0,0
Shanghai,996RS,Mar-07,0,0,0,0
Shanghai,RoadStar,Jan-07,0,0,0,0
Shanghai,RoadStar,Feb-07,0,0,0,0
Shanghai,RoadStar,Mar-07,0,0,0,0
Shanghai,RoadLiner,Jan-07,0,0,0,0
Shanghai,RoadLiner,Feb-07,0,0,0,0
Shanghai,RoadLiner,Mar-07,0,0,0,0
Shanghai,Victory,Jan-07,0,0,0,0
Shanghai,Victory,Feb-07,0,0,0,0
Shanghai,Victory,Mar-07,0,0,0,0
Shanghai,Boulevard,Jan-07,0,0,0,0
Shanghai,Boulevard,Feb-07,0,0,0,0
Shanghai,Boulevard,Mar-07,0,0,0,0
Shanghai,KingTwin,Jan-07,0,0,0,0
Shanghai,KingTwin,Feb-07,0,0,0,0
Shanghai,KingTwin,Mar-07,0,0,0,0
Shanghai,MegaTwin,Jan-07,0,0,0,0
Shanghai,MegaTwin,Feb-07,0,0,0,0
Shanghai,MegaTwin,Mar-07,0,0,0,0
Shanghai,ST900,Jan-07,0,0,0,0
Shanghai,ST900,Feb-07,0,0,0,0
Shanghai,ST900,Mar-07,0,0,0,0
Shanghai,ST1200,Jan-07,0,0,0,0
Shanghai,ST1200,Feb-07,0,0,0,0
Shanghai,ST1200,Mar-07,0,0,0,0
Shanghai,ST1200R,Jan-07,0,0,0,0
Shanghai,ST1200R,Feb-07,0,0,0,0
Shanghai,ST1200R,Mar-07,0,0,0,0
Shanghai,Bandit 900,Jan-07,0,0,0,0
Shanghai,Bandit 900,Feb-07,0,0,0,0
Shanghai,Bandit 900,Mar-07,0,0,0,0
Shanghai,Bandit 1200,Jan-07,0,0,0,0
Shanghai,Bandit 1200,Feb-07,0,0,0,0
Shanghai,Bandit 1200,Mar-07,0,0,0,0
Shanghai,Bandit 1200S,Jan-07,0,0,0,0
Shanghai,Bandit 1200S,Feb-07,0,0,0,0
Shanghai,Bandit 1200S,Mar-07,0,0,0,0
Shanghai,Enduro 350,Jan-07,0,0,0,0
Shanghai,Enduro 350,Feb-07,0,0,0,0
Shanghai,Enduro 350,Mar-07,0,0,0,0
Shanghai,Enduro 450,Jan-07,0,0,0,0
Shanghai,Enduro 450,Feb-07,0,0,0,0
Shanghai,Enduro 450,Mar-07,0,0,0,0
Shanghai,Enduro 550,Jan-07,0,0,0,0
Shanghai,Enduro 550,Feb-07,0,0,0,0
Shanghai,Enduro 550,Mar-07,0,0,0,0
Shanghai,CRX500,Jan-07,0,0,0,0
Shanghai,CRX500,Feb-07,0,0,0,0
Shanghai,CRX500,Mar-07,0,0,0,0
Shanghai,CRS550,Jan-07,0,0,0,0
Shanghai,CRS550,Feb-07,0,0,0,0
Shanghai,CRS550,Mar-07,0,0,0,0
Shanghai,CRX600,Jan-07,0,0,0,0
Shanghai,CRX600,Feb-07,0,0,0,0
Shanghai,CRX600,Mar-07,0,0,0,0
Shanghai,CRX650,Jan-07,0,0,0,0
Shanghai,CRX650,Feb-07,0,0,0,0
Shanghai,CRX650,Mar-07,0,0,0,0
