Products,Markets,Period,value
RoadStar,APAC#,Oct 2020,0
RoadStar,APAC#,Nov 2020,0
RoadStar,APAC#,Dec 2020,0
RoadStar,Total Market#,Jan 2020,0
RoadStar,Total Market#,Feb 2020,0
RoadStar,Total Market#,Mar 2020,0
RoadStar,Total Market#,Apr 2020,0
RoadStar,Total Market#,May 2020,0
RoadStar,Total Market#,Jun 2020,0
RoadStar,Total Market#,Jul 2020,0
RoadStar,Total Market#,Aug 2020,0
RoadStar,Total Market#,Sep 2020,0
RoadStar,Total Market#,Oct 2020,0
RoadStar,Total Market#,Nov 2020,0
RoadStar,Total Market#,Dec 2020,0
RoadLiner,US,Jan 2020,819
RoadLiner,US,Feb 2020,794
RoadLiner,US,Mar 2020,819
RoadLiner,US,Apr 2020,794
RoadLiner,US,May 2020,813
RoadLiner,US,Jun 2020,801
RoadLiner,US,Jul 2020,814
RoadLiner,US,Aug 2020,815
RoadLiner,US,Sep 2020,806
RoadLiner,US,Oct 2020,803
RoadLiner,US,Nov 2020,808
RoadLiner,US,Dec 2020,789
RoadLiner,Canada,Jan 2020,818
RoadLiner,Canada,Feb 2020,780
RoadLiner,Canada,Mar 2020,797
RoadLiner,Canada,Apr 2020,823
RoadLiner,Canada,May 2020,816
RoadLiner,Canada,Jun 2020,808
RoadLiner,Canada,Jul 2020,803
RoadLiner,Canada,Aug 2020,778
RoadLiner,Canada,Sep 2020,823
RoadLiner,Canada,Oct 2020,813
RoadLiner,Canada,Nov 2020,799
RoadLiner,Canada,Dec 2020,801
RoadLiner,Brazil,Jan 2020,809
RoadLiner,Brazil,Feb 2020,802
RoadLiner,Brazil,Mar 2020,811
RoadLiner,Brazil,Apr 2020,779
RoadLiner,Brazil,May 2020,777
RoadLiner,Brazil,Jun 2020,801
RoadLiner,Brazil,Jul 2020,819
RoadLiner,Brazil,Aug 2020,816
RoadLiner,Brazil,Sep 2020,792
RoadLiner,Brazil,Oct 2020,782
RoadLiner,Brazil,Nov 2020,819
RoadLiner,Brazil,Dec 2020,777
RoadLiner,Argentina,Jan 2020,825
RoadLiner,Argentina,Feb 2020,797
RoadLiner,Argentina,Mar 2020,800
RoadLiner,Argentina,Apr 2020,790
RoadLiner,Argentina,May 2020,821
RoadLiner,Argentina,Jun 2020,794
RoadLiner,Argentina,Jul 2020,794
RoadLiner,Argentina,Aug 2020,796
RoadLiner,Argentina,Sep 2020,825
RoadLiner,Argentina,Oct 2020,820
RoadLiner,Argentina,Nov 2020,803
RoadLiner,Argentina,Dec 2020,809
RoadLiner,UK,Jan 2020,820
RoadLiner,UK,Feb 2020,805
RoadLiner,UK,Mar 2020,821
RoadLiner,UK,Apr 2020,806
RoadLiner,UK,May 2020,825
RoadLiner,UK,Jun 2020,781
RoadLiner,UK,Jul 2020,796
RoadLiner,UK,Aug 2020,824
RoadLiner,UK,Sep 2020,798
RoadLiner,UK,Oct 2020,796
RoadLiner,UK,Nov 2020,808
RoadLiner,UK,Dec 2020,812
RoadLiner,France,Jan 2020,803
RoadLiner,France,Feb 2020,782
RoadLiner,France,Mar 2020,816
RoadLiner,France,Apr 2020,802
RoadLiner,France,May 2020,826
RoadLiner,France,Jun 2020,806
RoadLiner,France,Jul 2020,788
RoadLiner,France,Aug 2020,806
RoadLiner,France,Sep 2020,789
RoadLiner,France,Oct 2020,819
RoadLiner,France,Nov 2020,794
RoadLiner,France,Dec 2020,777
RoadLiner,Germany,Jan 2020,820
RoadLiner,Germany,Feb 2020,800
RoadLiner,Germany,Mar 2020,826
RoadLiner,Germany,Apr 2020,795
RoadLiner,Germany,May 2020,785
RoadLiner,Germany,Jun 2020,817
RoadLiner,Germany,Jul 2020,777
RoadLiner,Germany,Aug 2020,782
RoadLiner,Germany,Sep 2020,795
RoadLiner,Germany,Oct 2020,777
RoadLiner,Germany,Nov 2020,790
RoadLiner,Germany,Dec 2020,822
RoadLiner,Spain,Jan 2020,807
RoadLiner,Spain,Feb 2020,786
RoadLiner,Spain,Mar 2020,800
RoadLiner,Spain,Apr 2020,807
RoadLiner,Spain,May 2020,803
RoadLiner,Spain,Jun 2020,806
RoadLiner,Spain,Jul 2020,823
RoadLiner,Spain,Aug 2020,823
RoadLiner,Spain,Sep 2020,804
RoadLiner,Spain,Oct 2020,806
RoadLiner,Spain,Nov 2020,817
RoadLiner,Spain,Dec 2020,786
RoadLiner,Italy,Jan 2020,788
RoadLiner,Italy,Feb 2020,805
RoadLiner,Italy,Mar 2020,780
RoadLiner,Italy,Apr 2020,787
RoadLiner,Italy,May 2020,793
RoadLiner,Italy,Jun 2020,803
RoadLiner,Italy,Jul 2020,783
RoadLiner,Italy,Aug 2020,806
RoadLiner,Italy,Sep 2020,783
RoadLiner,Italy,Oct 2020,781
RoadLiner,Italy,Nov 2020,787
RoadLiner,Italy,Dec 2020,805
RoadLiner,China,Jan 2020,795
RoadLiner,China,Feb 2020,802
RoadLiner,China,Mar 2020,786
RoadLiner,China,Apr 2020,803
RoadLiner,China,May 2020,820
RoadLiner,China,Jun 2020,803
RoadLiner,China,Jul 2020,820
RoadLiner,China,Aug 2020,787
RoadLiner,China,Sep 2020,810
RoadLiner,China,Oct 2020,800
RoadLiner,China,Nov 2020,817
RoadLiner,China,Dec 2020,798
RoadLiner,Japan,Jan 2020,799
RoadLiner,Japan,Feb 2020,806
RoadLiner,Japan,Mar 2020,803
RoadLiner,Japan,Apr 2020,785
RoadLiner,Japan,May 2020,778
RoadLiner,Japan,Jun 2020,800
RoadLiner,Japan,Jul 2020,806
RoadLiner,Japan,Aug 2020,823
RoadLiner,Japan,Sep 2020,798
RoadLiner,Japan,Oct 2020,817
RoadLiner,Japan,Nov 2020,801
RoadLiner,Japan,Dec 2020,805
RoadLiner,Americas#,Jan 2020,0
RoadLiner,Americas#,Feb 2020,0
RoadLiner,Americas#,Mar 2020,0
RoadLiner,Americas#,Apr 2020,0
RoadLiner,Americas#,May 2020,0
RoadLiner,Americas#,Jun 2020,0
RoadLiner,Americas#,Jul 2020,0
RoadLiner,Americas#,Aug 2020,0
RoadLiner,Americas#,Sep 2020,0
RoadLiner,Americas#,Oct 2020,0
RoadLiner,Americas#,Nov 2020,0
RoadLiner,Americas#,Dec 2020,0
RoadLiner,EMEA#,Jan 2020,0
RoadLiner,EMEA#,Feb 2020,0
RoadLiner,EMEA#,Mar 2020,0
RoadLiner,EMEA#,Apr 2020,0
RoadLiner,EMEA#,May 2020,0
RoadLiner,EMEA#,Jun 2020,0
RoadLiner,EMEA#,Jul 2020,0
RoadLiner,EMEA#,Aug 2020,0
RoadLiner,EMEA#,Sep 2020,0
RoadLiner,EMEA#,Oct 2020,0
RoadLiner,EMEA#,Nov 2020,0
RoadLiner,EMEA#,Dec 2020,0
RoadLiner,APAC#,Jan 2020,0
RoadLiner,APAC#,Feb 2020,0
RoadLiner,APAC#,Mar 2020,0
RoadLiner,APAC#,Apr 2020,0
RoadLiner,APAC#,May 2020,0
RoadLiner,APAC#,Jun 2020,0
RoadLiner,APAC#,Jul 2020,0
RoadLiner,APAC#,Aug 2020,0
RoadLiner,APAC#,Sep 2020,0
RoadLiner,APAC#,Oct 2020,0
RoadLiner,APAC#,Nov 2020,0
RoadLiner,APAC#,Dec 2020,0
RoadLiner,Total Market#,Jan 2020,0
RoadLiner,Total Market#,Feb 2020,0
RoadLiner,Total Market#,Mar 2020,0
RoadLiner,Total Market#,Apr 2020,0
RoadLiner,Total Market#,May 2020,0
RoadLiner,Total Market#,Jun 2020,0
RoadLiner,Total Market#,Jul 2020,0
RoadLiner,Total Market#,Aug 2020,0
RoadLiner,Total Market#,Sep 2020,0
RoadLiner,Total Market#,Oct 2020,0
RoadLiner,Total Market#,Nov 2020,0
RoadLiner,Total Market#,Dec 2020,0
Victory,US,Jan 2020,667
Victory,US,Feb 2020,639
Victory,US,Mar 2020,666
Victory,US,Apr 2020,638
Victory,US,May 2020,642
Victory,US,Jun 2020,654
Victory,US,Jul 2020,662
Victory,US,Aug 2020,666
Victory,US,Sep 2020,666
Victory,US,Oct 2020,673
Victory,US,Nov 2020,641
Victory,US,Dec 2020,662
Victory,Canada,Jan 2020,666
Victory,Canada,Feb 2020,678
Victory,Canada,Mar 2020,644
Victory,Canada,Apr 2020,637
Victory,Canada,May 2020,674
Victory,Canada,Jun 2020,639
Victory,Canada,Jul 2020,671
Victory,Canada,Aug 2020,663
Victory,Canada,Sep 2020,679
Victory,Canada,Oct 2020,650
Victory,Canada,Nov 2020,660
Victory,Canada,Dec 2020,664
Victory,Brazil,Jan 2020,658
Victory,Brazil,Feb 2020,635
Victory,Brazil,Mar 2020,638
Victory,Brazil,Apr 2020,647
Victory,Brazil,May 2020,673
Victory,Brazil,Jun 2020,655
Victory,Brazil,Jul 2020,657
Victory,Brazil,Aug 2020,664
Victory,Brazil,Sep 2020,682
Victory,Brazil,Oct 2020,635
Victory,Brazil,Nov 2020,648
Victory,Brazil,Dec 2020,667
Victory,Argentina,Jan 2020,652
Victory,Argentina,Feb 2020,654
Victory,Argentina,Mar 2020,667
Victory,Argentina,Apr 2020,684
Victory,Argentina,May 2020,636
Victory,Argentina,Jun 2020,662
Victory,Argentina,Jul 2020,651
Victory,Argentina,Aug 2020,679
Victory,Argentina,Sep 2020,656
Victory,Argentina,Oct 2020,671
Victory,Argentina,Nov 2020,682
Victory,Argentina,Dec 2020,639
Victory,UK,Jan 2020,671
Victory,UK,Feb 2020,650
Victory,UK,Mar 2020,636
Victory,UK,Apr 2020,645
Victory,UK,May 2020,679
Victory,UK,Jun 2020,680
Victory,UK,Jul 2020,653
Victory,UK,Aug 2020,683
Victory,UK,Sep 2020,654
Victory,UK,Oct 2020,673
Victory,UK,Nov 2020,666
Victory,UK,Dec 2020,652
Victory,France,Jan 2020,680
Victory,France,Feb 2020,637
Victory,France,Mar 2020,655
Victory,France,Apr 2020,660
Victory,France,May 2020,660
Victory,France,Jun 2020,641
Victory,France,Jul 2020,637
Victory,France,Aug 2020,674
Victory,France,Sep 2020,663
Victory,France,Oct 2020,667
Victory,France,Nov 2020,659
Victory,France,Dec 2020,637
Victory,Germany,Jan 2020,657
Victory,Germany,Feb 2020,652
Victory,Germany,Mar 2020,658
Victory,Germany,Apr 2020,673
Victory,Germany,May 2020,635
Victory,Germany,Jun 2020,683
Victory,Germany,Jul 2020,665
Victory,Germany,Aug 2020,667
Victory,Germany,Sep 2020,667
Victory,Germany,Oct 2020,670
Victory,Germany,Nov 2020,657
Victory,Germany,Dec 2020,684
Victory,Spain,Jan 2020,660
Victory,Spain,Feb 2020,655
Victory,Spain,Mar 2020,675
Victory,Spain,Apr 2020,679
Victory,Spain,May 2020,683
Victory,Spain,Jun 2020,638
Victory,Spain,Jul 2020,658
Victory,Spain,Aug 2020,643
Victory,Spain,Sep 2020,661
Victory,Spain,Oct 2020,643
Victory,Spain,Nov 2020,670
Victory,Spain,Dec 2020,660
Victory,Italy,Jan 2020,637
Victory,Italy,Feb 2020,657
Victory,Italy,Mar 2020,680
Victory,Italy,Apr 2020,670
Victory,Italy,May 2020,683
Victory,Italy,Jun 2020,642
Victory,Italy,Jul 2020,680
Victory,Italy,Aug 2020,662
Victory,Italy,Sep 2020,678
Victory,Italy,Oct 2020,657
Victory,Italy,Nov 2020,637
Victory,Italy,Dec 2020,657
Victory,China,Jan 2020,650
Victory,China,Feb 2020,673
Victory,China,Mar 2020,663
Victory,China,Apr 2020,655
Victory,China,May 2020,651
Victory,China,Jun 2020,660
Victory,China,Jul 2020,662
Victory,China,Aug 2020,669
Victory,China,Sep 2020,660
Victory,China,Oct 2020,644
Victory,China,Nov 2020,647
Victory,China,Dec 2020,656
Victory,Japan,Jan 2020,652
Victory,Japan,Feb 2020,643
Victory,Japan,Mar 2020,649
Victory,Japan,Apr 2020,660
Victory,Japan,May 2020,654
Victory,Japan,Jun 2020,682
Victory,Japan,Jul 2020,637
Victory,Japan,Aug 2020,654
Victory,Japan,Sep 2020,684
Victory,Japan,Oct 2020,646
Victory,Japan,Nov 2020,659
Victory,Japan,Dec 2020,645
Victory,Americas#,Jan 2020,0
Victory,Americas#,Feb 2020,0
Victory,Americas#,Mar 2020,0
Victory,Americas#,Apr 2020,0
Victory,Americas#,May 2020,0
Victory,Americas#,Jun 2020,0
Victory,Americas#,Jul 2020,0
Victory,Americas#,Aug 2020,0
Victory,Americas#,Sep 2020,0
Victory,Americas#,Oct 2020,0
Victory,Americas#,Nov 2020,0
Victory,Americas#,Dec 2020,0
Victory,EMEA#,Jan 2020,0
Victory,EMEA#,Feb 2020,0
Victory,EMEA#,Mar 2020,0
Victory,EMEA#,Apr 2020,0
Victory,EMEA#,May 2020,0
Victory,EMEA#,Jun 2020,0
Victory,EMEA#,Jul 2020,0
Victory,EMEA#,Aug 2020,0
Victory,EMEA#,Sep 2020,0
Victory,EMEA#,Oct 2020,0
Victory,EMEA#,Nov 2020,0
Victory,EMEA#,Dec 2020,0
Victory,APAC#,Jan 2020,0
Victory,APAC#,Feb 2020,0
Victory,APAC#,Mar 2020,0
Victory,APAC#,Apr 2020,0
Victory,APAC#,May 2020,0
Victory,APAC#,Jun 2020,0
Victory,APAC#,Jul 2020,0
Victory,APAC#,Aug 2020,0
Victory,APAC#,Sep 2020,0
Victory,APAC#,Oct 2020,0
Victory,APAC#,Nov 2020,0
Victory,APAC#,Dec 2020,0
Victory,Total Market#,Jan 2020,0
Victory,Total Market#,Feb 2020,0
Victory,Total Market#,Mar 2020,0
Victory,Total Market#,Apr 2020,0
Victory,Total Market#,May 2020,0
Victory,Total Market#,Jun 2020,0
Victory,Total Market#,Jul 2020,0
Victory,Total Market#,Aug 2020,0
Victory,Total Market#,Sep 2020,0
Victory,Total Market#,Oct 2020,0
Victory,Total Market#,Nov 2020,0
Victory,Total Market#,Dec 2020,0
Boulevard,US,Jan 2020,847
Boulevard,US,Feb 2020,812
Boulevard,US,Mar 2020,841
Boulevard,US,Apr 2020,854
Boulevard,US,May 2020,846
Boulevard,US,Jun 2020,814
Boulevard,US,Jul 2020,856
Boulevard,US,Aug 2020,824
Boulevard,US,Sep 2020,810
Boulevard,US,Oct 2020,835
Boulevard,US,Nov 2020,822
Boulevard,US,Dec 2020,811
Boulevard,Canada,Jan 2020,855
Boulevard,Canada,Feb 2020,847
Boulevard,Canada,Mar 2020,856
Boulevard,Canada,Apr 2020,828
Boulevard,Canada,May 2020,819
Boulevard,Canada,Jun 2020,823
Boulevard,Canada,Jul 2020,844
Boulevard,Canada,Aug 2020,840
Boulevard,Canada,Sep 2020,830
Boulevard,Canada,Oct 2020,811
Boulevard,Canada,Nov 2020,838
Boulevard,Canada,Dec 2020,839
Boulevard,Brazil,Jan 2020,831
Boulevard,Brazil,Feb 2020,850
Boulevard,Brazil,Mar 2020,840
Boulevard,Brazil,Apr 2020,850
Boulevard,Brazil,May 2020,832
Boulevard,Brazil,Jun 2020,857
Boulevard,Brazil,Jul 2020,842
Boulevard,Brazil,Aug 2020,844
Boulevard,Brazil,Sep 2020,845
Boulevard,Brazil,Oct 2020,819
Boulevard,Brazil,Nov 2020,812
Boulevard,Brazil,Dec 2020,851
Boulevard,Argentina,Jan 2020,849
Boulevard,Argentina,Feb 2020,817
Boulevard,Argentina,Mar 2020,825
Boulevard,Argentina,Apr 2020,828
Boulevard,Argentina,May 2020,827
Boulevard,Argentina,Jun 2020,847
Boulevard,Argentina,Jul 2020,821
Boulevard,Argentina,Aug 2020,835
Boulevard,Argentina,Sep 2020,829
Boulevard,Argentina,Oct 2020,846
Boulevard,Argentina,Nov 2020,814
Boulevard,Argentina,Dec 2020,834
Boulevard,UK,Jan 2020,816
Boulevard,UK,Feb 2020,835
Boulevard,UK,Mar 2020,844
Boulevard,UK,Apr 2020,812
Boulevard,UK,May 2020,856
Boulevard,UK,Jun 2020,834
Boulevard,UK,Jul 2020,829
Boulevard,UK,Aug 2020,859
Boulevard,UK,Sep 2020,857
Boulevard,UK,Oct 2020,812
Boulevard,UK,Nov 2020,831
Boulevard,UK,Dec 2020,828
Boulevard,France,Jan 2020,829
Boulevard,France,Feb 2020,815
Boulevard,France,Mar 2020,815
Boulevard,France,Apr 2020,825
Boulevard,France,May 2020,852
Boulevard,France,Jun 2020,857
Boulevard,France,Jul 2020,846
Boulevard,France,Aug 2020,822
Boulevard,France,Sep 2020,821
Boulevard,France,Oct 2020,851
Boulevard,France,Nov 2020,812
Boulevard,France,Dec 2020,841
Boulevard,Germany,Jan 2020,821
Boulevard,Germany,Feb 2020,819
Boulevard,Germany,Mar 2020,858
Boulevard,Germany,Apr 2020,841
Boulevard,Germany,May 2020,835
Boulevard,Germany,Jun 2020,858
Boulevard,Germany,Jul 2020,857
Boulevard,Germany,Aug 2020,826
Boulevard,Germany,Sep 2020,834
Boulevard,Germany,Oct 2020,825
Boulevard,Germany,Nov 2020,825
Boulevard,Germany,Dec 2020,831
Boulevard,Spain,Jan 2020,846
Boulevard,Spain,Feb 2020,827
Boulevard,Spain,Mar 2020,815
Boulevard,Spain,Apr 2020,844
Boulevard,Spain,May 2020,825
Boulevard,Spain,Jun 2020,834
Boulevard,Spain,Jul 2020,858
Boulevard,Spain,Aug 2020,838
Boulevard,Spain,Sep 2020,815
Boulevard,Spain,Oct 2020,844
Boulevard,Spain,Nov 2020,840
Boulevard,Spain,Dec 2020,837
Boulevard,Italy,Jan 2020,818
Boulevard,Italy,Feb 2020,822
Boulevard,Italy,Mar 2020,823
Boulevard,Italy,Apr 2020,824
Boulevard,Italy,May 2020,835
Boulevard,Italy,Jun 2020,813
Boulevard,Italy,Jul 2020,817
Boulevard,Italy,Aug 2020,828
Boulevard,Italy,Sep 2020,844
Boulevard,Italy,Oct 2020,821
Boulevard,Italy,Nov 2020,827
Boulevard,Italy,Dec 2020,857
Boulevard,China,Jan 2020,841
Boulevard,China,Feb 2020,823
Boulevard,China,Mar 2020,822
Boulevard,China,Apr 2020,812
Boulevard,China,May 2020,831
Boulevard,China,Jun 2020,857
Boulevard,China,Jul 2020,817
Boulevard,China,Aug 2020,843
Boulevard,China,Sep 2020,837
Boulevard,China,Oct 2020,814
Boulevard,China,Nov 2020,857
Boulevard,China,Dec 2020,818
Boulevard,Japan,Jan 2020,838
Boulevard,Japan,Feb 2020,843
Boulevard,Japan,Mar 2020,831
Boulevard,Japan,Apr 2020,824
Boulevard,Japan,May 2020,846
Boulevard,Japan,Jun 2020,826
Boulevard,Japan,Jul 2020,853
Boulevard,Japan,Aug 2020,812
Boulevard,Japan,Sep 2020,813
Boulevard,Japan,Oct 2020,837
Boulevard,Japan,Nov 2020,817
Boulevard,Japan,Dec 2020,813
Boulevard,Americas#,Jan 2020,0
Boulevard,Americas#,Feb 2020,0
Boulevard,Americas#,Mar 2020,0
Boulevard,Americas#,Apr 2020,0
Boulevard,Americas#,May 2020,0
Boulevard,Americas#,Jun 2020,0
Boulevard,Americas#,Jul 2020,0
Boulevard,Americas#,Aug 2020,0
Boulevard,Americas#,Sep 2020,0
Boulevard,Americas#,Oct 2020,0
Boulevard,Americas#,Nov 2020,0
Boulevard,Americas#,Dec 2020,0
Boulevard,EMEA#,Jan 2020,0
Boulevard,EMEA#,Feb 2020,0
Boulevard,EMEA#,Mar 2020,0
Boulevard,EMEA#,Apr 2020,0
Boulevard,EMEA#,May 2020,0
Boulevard,EMEA#,Jun 2020,0
Boulevard,EMEA#,Jul 2020,0
Boulevard,EMEA#,Aug 2020,0
Boulevard,EMEA#,Sep 2020,0
Boulevard,EMEA#,Oct 2020,0
Boulevard,EMEA#,Nov 2020,0
Boulevard,EMEA#,Dec 2020,0
Boulevard,APAC#,Jan 2020,0
Boulevard,APAC#,Feb 2020,0
Boulevard,APAC#,Mar 2020,0
Boulevard,APAC#,Apr 2020,0
Boulevard,APAC#,May 2020,0
Boulevard,APAC#,Jun 2020,0
Boulevard,APAC#,Jul 2020,0
Boulevard,APAC#,Aug 2020,0
Boulevard,APAC#,Sep 2020,0
Boulevard,APAC#,Oct 2020,0
Boulevard,APAC#,Nov 2020,0
Boulevard,APAC#,Dec 2020,0
Boulevard,Total Market#,Jan 2020,0
Boulevard,Total Market#,Feb 2020,0
Boulevard,Total Market#,Mar 2020,0
Boulevard,Total Market#,Apr 2020,0
Boulevard,Total Market#,May 2020,0
Boulevard,Total Market#,Jun 2020,0
Boulevard,Total Market#,Jul 2020,0
Boulevard,Total Market#,Aug 2020,0
Boulevard,Total Market#,Sep 2020,0
Boulevard,Total Market#,Oct 2020,0
Boulevard,Total Market#,Nov 2020,0
Boulevard,Total Market#,Dec 2020,0
KingTwin,US,Jan 2020,708
KingTwin,US,Feb 2020,687
KingTwin,US,Mar 2020,687
KingTwin,US,Apr 2020,688
KingTwin,US,May 2020,671
KingTwin,US,Jun 2020,675
KingTwin,US,Jul 2020,707
KingTwin,US,Aug 2020,710
KingTwin,US,Sep 2020,668
KingTwin,US,Oct 2020,687
KingTwin,US,Nov 2020,715
KingTwin,US,Dec 2020,697
KingTwin,Canada,Jan 2020,697
KingTwin,Canada,Feb 2020,690
KingTwin,Canada,Mar 2020,670
KingTwin,Canada,Apr 2020,693
KingTwin,Canada,May 2020,675
KingTwin,Canada,Jun 2020,668
KingTwin,Canada,Jul 2020,678
KingTwin,Canada,Aug 2020,681
KingTwin,Canada,Sep 2020,671
KingTwin,Canada,Oct 2020,675
KingTwin,Canada,Nov 2020,712
KingTwin,Canada,Dec 2020,691
KingTwin,Brazil,Jan 2020,677
KingTwin,Brazil,Feb 2020,682
KingTwin,Brazil,Mar 2020,690
KingTwin,Brazil,Apr 2020,692
KingTwin,Brazil,May 2020,716
KingTwin,Brazil,Jun 2020,716
KingTwin,Brazil,Jul 2020,669
KingTwin,Brazil,Aug 2020,682
KingTwin,Brazil,Sep 2020,671
KingTwin,Brazil,Oct 2020,691
KingTwin,Brazil,Nov 2020,714
KingTwin,Brazil,Dec 2020,693
KingTwin,Argentina,Jan 2020,695
KingTwin,Argentina,Feb 2020,700
KingTwin,Argentina,Mar 2020,705
KingTwin,Argentina,Apr 2020,676
KingTwin,Argentina,May 2020,694
KingTwin,Argentina,Jun 2020,713
KingTwin,Argentina,Jul 2020,696
KingTwin,Argentina,Aug 2020,695
KingTwin,Argentina,Sep 2020,696
KingTwin,Argentina,Oct 2020,674
KingTwin,Argentina,Nov 2020,690
KingTwin,Argentina,Dec 2020,685
KingTwin,UK,Jan 2020,694
KingTwin,UK,Feb 2020,698
KingTwin,UK,Mar 2020,679
KingTwin,UK,Apr 2020,710
KingTwin,UK,May 2020,696
KingTwin,UK,Jun 2020,712
KingTwin,UK,Jul 2020,714
KingTwin,UK,Aug 2020,675
KingTwin,UK,Sep 2020,669
KingTwin,UK,Oct 2020,714
KingTwin,UK,Nov 2020,683
KingTwin,UK,Dec 2020,681
KingTwin,France,Jan 2020,701
KingTwin,France,Feb 2020,680
KingTwin,France,Mar 2020,681
KingTwin,France,Apr 2020,689
KingTwin,France,May 2020,685
KingTwin,France,Jun 2020,687
KingTwin,France,Jul 2020,707
KingTwin,France,Aug 2020,683
KingTwin,France,Sep 2020,709
KingTwin,France,Oct 2020,715
KingTwin,France,Nov 2020,668
KingTwin,France,Dec 2020,707
KingTwin,Germany,Jan 2020,677
KingTwin,Germany,Feb 2020,668
KingTwin,Germany,Mar 2020,682
KingTwin,Germany,Apr 2020,668
KingTwin,Germany,May 2020,691
KingTwin,Germany,Jun 2020,708
KingTwin,Germany,Jul 2020,682
KingTwin,Germany,Aug 2020,671
KingTwin,Germany,Sep 2020,671
KingTwin,Germany,Oct 2020,669
KingTwin,Germany,Nov 2020,699
KingTwin,Germany,Dec 2020,682
KingTwin,Spain,Jan 2020,698
KingTwin,Spain,Feb 2020,712
KingTwin,Spain,Mar 2020,691
KingTwin,Spain,Apr 2020,694
KingTwin,Spain,May 2020,669
KingTwin,Spain,Jun 2020,689
KingTwin,Spain,Jul 2020,680
KingTwin,Spain,Aug 2020,674
KingTwin,Spain,Sep 2020,672
KingTwin,Spain,Oct 2020,675
KingTwin,Spain,Nov 2020,699
KingTwin,Spain,Dec 2020,707
KingTwin,Italy,Jan 2020,673
KingTwin,Italy,Feb 2020,700
KingTwin,Italy,Mar 2020,677
KingTwin,Italy,Apr 2020,702
KingTwin,Italy,May 2020,704
KingTwin,Italy,Jun 2020,676
KingTwin,Italy,Jul 2020,672
KingTwin,Italy,Aug 2020,708
KingTwin,Italy,Sep 2020,707
KingTwin,Italy,Oct 2020,714
KingTwin,Italy,Nov 2020,709
KingTwin,Italy,Dec 2020,687
KingTwin,China,Jan 2020,691
KingTwin,China,Feb 2020,702
KingTwin,China,Mar 2020,690
KingTwin,China,Apr 2020,669
KingTwin,China,May 2020,685
KingTwin,China,Jun 2020,673
KingTwin,China,Jul 2020,702
KingTwin,China,Aug 2020,672
KingTwin,China,Sep 2020,688
KingTwin,China,Oct 2020,714
KingTwin,China,Nov 2020,691
KingTwin,China,Dec 2020,675
KingTwin,Japan,Jan 2020,693
KingTwin,Japan,Feb 2020,703
KingTwin,Japan,Mar 2020,676
KingTwin,Japan,Apr 2020,704
KingTwin,Japan,May 2020,671
KingTwin,Japan,Jun 2020,680
KingTwin,Japan,Jul 2020,694
KingTwin,Japan,Aug 2020,670
KingTwin,Japan,Sep 2020,689
KingTwin,Japan,Oct 2020,687
KingTwin,Japan,Nov 2020,690
KingTwin,Japan,Dec 2020,710
KingTwin,Americas#,Jan 2020,0
KingTwin,Americas#,Feb 2020,0
KingTwin,Americas#,Mar 2020,0
KingTwin,Americas#,Apr 2020,0
KingTwin,Americas#,May 2020,0
KingTwin,Americas#,Jun 2020,0
KingTwin,Americas#,Jul 2020,0
KingTwin,Americas#,Aug 2020,0
KingTwin,Americas#,Sep 2020,0
KingTwin,Americas#,Oct 2020,0
KingTwin,Americas#,Nov 2020,0
KingTwin,Americas#,Dec 2020,0
KingTwin,EMEA#,Jan 2020,0
KingTwin,EMEA#,Feb 2020,0
KingTwin,EMEA#,Mar 2020,0
KingTwin,EMEA#,Apr 2020,0
KingTwin,EMEA#,May 2020,0
KingTwin,EMEA#,Jun 2020,0
KingTwin,EMEA#,Jul 2020,0
KingTwin,EMEA#,Aug 2020,0
KingTwin,EMEA#,Sep 2020,0
KingTwin,EMEA#,Oct 2020,0
KingTwin,EMEA#,Nov 2020,0
KingTwin,EMEA#,Dec 2020,0
KingTwin,APAC#,Jan 2020,0
KingTwin,APAC#,Feb 2020,0
KingTwin,APAC#,Mar 2020,0
KingTwin,APAC#,Apr 2020,0
KingTwin,APAC#,May 2020,0
KingTwin,APAC#,Jun 2020,0
KingTwin,APAC#,Jul 2020,0
KingTwin,APAC#,Aug 2020,0
KingTwin,APAC#,Sep 2020,0
KingTwin,APAC#,Oct 2020,0
KingTwin,APAC#,Nov 2020,0
KingTwin,APAC#,Dec 2020,0
KingTwin,Total Market#,Jan 2020,0
KingTwin,Total Market#,Feb 2020,0
KingTwin,Total Market#,Mar 2020,0
KingTwin,Total Market#,Apr 2020,0
KingTwin,Total Market#,May 2020,0
KingTwin,Total Market#,Jun 2020,0
KingTwin,Total Market#,Jul 2020,0
KingTwin,Total Market#,Aug 2020,0
KingTwin,Total Market#,Sep 2020,0
KingTwin,Total Market#,Oct 2020,0
KingTwin,Total Market#,Nov 2020,0
KingTwin,Total Market#,Dec 2020,0
MegaTwin,US,Jan 2020,958
MegaTwin,US,Feb 2020,942
MegaTwin,US,Mar 2020,972
MegaTwin,US,Apr 2020,968
MegaTwin,US,May 2020,955
MegaTwin,US,Jun 2020,958
MegaTwin,US,Jul 2020,939
MegaTwin,US,Aug 2020,933
MegaTwin,US,Sep 2020,969
MegaTwin,US,Oct 2020,974
MegaTwin,US,Nov 2020,970
MegaTwin,US,Dec 2020,934
MegaTwin,Canada,Jan 2020,965
