plant,product,month,capacity,production,absdiff,reldiff
Bucarest,ST1200,Jan 2016,204,204,0,0
Bucarest,ST1200,Feb 2016,204,204,0,0
Bucarest,ST1200,Mar 2016,204,204,0,0
Bucarest,ST1200R,Jan 2016,207,0,207,99.51923076923077
Bucarest,ST1200R,Feb 2016,207,0,207,99.51923076923077
Bucarest,ST1200R,Mar 2016,207,0,207,99.51923076923077
Bucarest,Bandit 900,Jan 2016,268,0,268,99.62825278810409
Bucarest,Bandit 900,Feb 2016,268,0,268,99.62825278810409
Bucarest,Bandit 900,Mar 2016,268,0,268,99.62825278810409
Bucarest,Bandit 1200,Jan 2016,201,16,185,91.58415841584159
Bucarest,Bandit 1200,Feb 2016,201,0,201,99.5049504950495
Bucarest,Bandit 1200,Mar 2016,201,0,201,99.5049504950495
Bucarest,Bandit 1200S,Jan 2016,40,40,0,0
Bucarest,Bandit 1200S,Feb 2016,40,40,0,0
Bucarest,Bandit 1200S,Mar 2016,40,40,0,0
Bucarest,Enduro 350,Jan 2016,221,221,0,0
Bucarest,Enduro 350,Feb 2016,221,194,27,12.162162162162161
Bucarest,Enduro 350,Mar 2016,221,163,58,26.126126126126128
Bucarest,Enduro 450,Jan 2016,223,0,223,99.55357142857143
Bucarest,Enduro 450,Feb 2016,223,0,223,99.55357142857143
Bucarest,Enduro 450,Mar 2016,223,0,223,99.55357142857143
Bucarest,Enduro 550,Jan 2016,193,193,0,0
Bucarest,Enduro 550,Feb 2016,193,193,0,0
Bucarest,Enduro 550,Mar 2016,193,193,0,0
Bucarest,CRX500,Jan 2016,126,0,126,99.21259842519684
Bucarest,CRX500,Feb 2016,126,0,126,99.21259842519684
Bucarest,CRX500,Mar 2016,126,0,126,99.21259842519684
Bucarest,CRS550,Jan 2016,66,66,0,0
Bucarest,CRS550,Feb 2016,66,66,0,0
Bucarest,CRS550,Mar 2016,66,66,0,0
Bucarest,CRX600,Jan 2016,241,206,35,14.462809917355372
Bucarest,CRX600,Feb 2016,241,219,22,9.090909090909092
Bucarest,CRX600,Mar 2016,241,239,2,0.8264462809917356
Bucarest,CRX650,Jan 2016,218,0,218,99.54337899543378
Bucarest,CRX650,Feb 2016,218,0,218,99.54337899543378
Bucarest,CRX650,Mar 2016,218,4,214,97.71689497716895
Shanghai,200S,Jan 2016,0,0,0,0
Shanghai,200S,Feb 2016,0,0,0,0
Shanghai,200S,Mar 2016,0,0,0,0
Shanghai,300S,Jan 2016,0,0,0,0
Shanghai,300S,Feb 2016,0,0,0,0
Shanghai,300S,Mar 2016,0,0,0,0
Shanghai,600S,Jan 2016,0,0,0,0
Shanghai,600S,Feb 2016,0,0,0,0
Shanghai,600S,Mar 2016,0,0,0,0
Shanghai,626S,Jan 2016,0,0,0,0
Shanghai,626S,Feb 2016,0,0,0,0
Shanghai,626S,Mar 2016,0,0,0,0
Shanghai,676S,Jan 2016,0,0,0,0
Shanghai,676S,Feb 2016,0,0,0,0
Shanghai,676S,Mar 2016,0,0,0,0
Shanghai,676RS,Jan 2016,0,0,0,0
Shanghai,676RS,Feb 2016,0,0,0,0
Shanghai,676RS,Mar 2016,0,0,0,0
Shanghai,900S,Jan 2016,0,0,0,0
Shanghai,900S,Feb 2016,0,0,0,0
Shanghai,900S,Mar 2016,0,0,0,0
Shanghai,929S,Jan 2016,0,0,0,0
Shanghai,929S,Feb 2016,0,0,0,0
Shanghai,929S,Mar 2016,0,0,0,0
Shanghai,996S,Jan 2016,0,0,0,0
Shanghai,996S,Feb 2016,0,0,0,0
Shanghai,996S,Mar 2016,0,0,0,0
Shanghai,996RS,Jan 2016,0,0,0,0
Shanghai,996RS,Feb 2016,0,0,0,0
Shanghai,996RS,Mar 2016,0,0,0,0
Shanghai,RoadStar,Jan 2016,0,0,0,0
Shanghai,RoadStar,Feb 2016,0,0,0,0
Shanghai,RoadStar,Mar 2016,0,0,0,0
Shanghai,RoadLiner,Jan 2016,0,0,0,0
Shanghai,RoadLiner,Feb 2016,0,0,0,0
Shanghai,RoadLiner,Mar 2016,0,0,0,0
Shanghai,Victory,Jan 2016,0,0,0,0
Shanghai,Victory,Feb 2016,0,0,0,0
Shanghai,Victory,Mar 2016,0,0,0,0
Shanghai,Boulevard,Jan 2016,0,0,0,0
Shanghai,Boulevard,Feb 2016,0,0,0,0
Shanghai,Boulevard,Mar 2016,0,0,0,0
Shanghai,KingTwin,Jan 2016,0,0,0,0
Shanghai,KingTwin,Feb 2016,0,0,0,0
Shanghai,KingTwin,Mar 2016,0,0,0,0
Shanghai,MegaTwin,Jan 2016,0,0,0,0
Shanghai,MegaTwin,Feb 2016,0,0,0,0
Shanghai,MegaTwin,Mar 2016,0,0,0,0
Shanghai,ST900,Jan 2016,0,0,0,0
Shanghai,ST900,Feb 2016,0,0,0,0
Shanghai,ST900,Mar 2016,0,0,0,0
Shanghai,ST1200,Jan 2016,0,0,0,0
Shanghai,ST1200,Feb 2016,0,0,0,0
Shanghai,ST1200,Mar 2016,0,0,0,0
Shanghai,ST1200R,Jan 2016,0,0,0,0
Shanghai,ST1200R,Feb 2016,0,0,0,0
Shanghai,ST1200R,Mar 2016,0,0,0,0
Shanghai,Bandit 900,Jan 2016,0,0,0,0
Shanghai,Bandit 900,Feb 2016,0,0,0,0
Shanghai,Bandit 900,Mar 2016,0,0,0,0
Shanghai,Bandit 1200,Jan 2016,0,0,0,0
Shanghai,Bandit 1200,Feb 2016,0,0,0,0
Shanghai,Bandit 1200,Mar 2016,0,0,0,0
Shanghai,Bandit 1200S,Jan 2016,0,0,0,0
Shanghai,Bandit 1200S,Feb 2016,0,0,0,0
Shanghai,Bandit 1200S,Mar 2016,0,0,0,0
Shanghai,Enduro 350,Jan 2016,0,0,0,0
Shanghai,Enduro 350,Feb 2016,0,0,0,0
Shanghai,Enduro 350,Mar 2016,0,0,0,0
Shanghai,Enduro 450,Jan 2016,0,0,0,0
Shanghai,Enduro 450,Feb 2016,0,0,0,0
Shanghai,Enduro 450,Mar 2016,0,0,0,0
Shanghai,Enduro 550,Jan 2016,0,0,0,0
Shanghai,Enduro 550,Feb 2016,0,0,0,0
Shanghai,Enduro 550,Mar 2016,0,0,0,0
Shanghai,CRX500,Jan 2016,0,0,0,0
Shanghai,CRX500,Feb 2016,0,0,0,0
Shanghai,CRX500,Mar 2016,0,0,0,0
Shanghai,CRS550,Jan 2016,0,0,0,0
Shanghai,CRS550,Feb 2016,0,0,0,0
Shanghai,CRS550,Mar 2016,0,0,0,0
Shanghai,CRX600,Jan 2016,0,0,0,0
Shanghai,CRX600,Feb 2016,0,0,0,0
Shanghai,CRX600,Mar 2016,0,0,0,0
Shanghai,CRX650,Jan 2016,0,0,0,0
Shanghai,CRX650,Feb 2016,0,0,0,0
Shanghai,CRX650,Mar 2016,0,0,0,0
